Run,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Experiment,Instrument,Library Name,Platform,ReleaseDate,Sample Name,Sample_type,SRA Study,Strain,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,HOST,Isolate,Note
SRR6669986,PRJNA432884,SAMN08465183,"Microbe\, viral or environmental",801707249,INSTITUT PASTEUR,Jan-02,public,SRX3646584,Illumina HiSeq 2000,CEC3551,ILLUMINA,2018-06-05T00:00:00Z,CEC3551,cell culture,SRP132163,CEC3551,France,Europe,France: Paris,urine,Homo sapiens,EGPURM24,
SRR6669987,PRJNA432884,SAMN08465184,"Microbe\, viral or environmental",602923757,INSTITUT PASTEUR,Jan-05,public,SRX3646583,Illumina HiSeq 2000,CEC3553,ILLUMINA,2018-06-05T00:00:00Z,CEC3553,cell culture,SRP132163,CEC3553,Belgium,Europe,Belgium,Gastro-intestinal tract,Homo sapiens,C81,
SRR6669992,PRJNA432884,SAMN08465189,"Microbe\, viral or environmental",554980308,INSTITUT PASTEUR,Jan-05,public,SRX3646578,Illumina HiSeq 2000,CEC3558,ILLUMINA,2018-06-05T00:00:00Z,CEC3558,cell culture,SRP132163,CEC3558,Belgium,Europe,Belgium,Mouth,Homo sapiens,C39,
SRR6669998,PRJNA432884,SAMN08465316,"Microbe\, viral or environmental",1099997530,INSTITUT PASTEUR,Jan-12,public,SRX3646572,Illumina HiSeq 2500,CEC5022,ILLUMINA,2018-06-05T00:00:00Z,CEC5022,cell culture,SRP132163,CEC5022,United Kingdom,Europe,United Kingdom: Portsmouth,Genital,Homo sapiens,NCPF8948,
SRR6669999,PRJNA432884,SAMN08465315,"Microbe\, viral or environmental",1345738141,INSTITUT PASTEUR,Jan-12,public,SRX3646571,Illumina HiSeq 2500,CEC5021,ILLUMINA,2018-06-05T00:00:00Z,CEC5021,cell culture,SRP132163,CEC5021,United Kingdom,Europe,United Kingdom: Bath,Vagina,Homo sapiens,NCPF8947,
SRR6670000,PRJNA432884,SAMN08465314,"Microbe\, viral or environmental",1540096591,INSTITUT PASTEUR,Jan-12,public,SRX3646570,Illumina HiSeq 2500,CEC5020,ILLUMINA,2018-06-05T00:00:00Z,CEC5020,cell culture,SRP132163,CEC5020,United Kingdom,Europe,United Kingdom: Ipswich,Genital,Homo sapiens,NCPF8946,
SRR6670016,PRJNA432884,SAMN08465309,"Microbe\, viral or environmental",1072553161,INSTITUT PASTEUR,Jan-12,public,SRX3646554,Illumina HiSeq 2500,CEC4943,ILLUMINA,2018-06-05T00:00:00Z,CEC4943,cell culture,SRP132163,CEC4943,India,Asia,India,Vagina,Homo sapiens,VPCI 891/P/12,
SRR6670022,PRJNA432884,SAMN08465303,"Microbe\, viral or environmental",1228251089,INSTITUT PASTEUR,Jan-14,public,SRX3646548,Illumina HiSeq 2500,CEC4883,ILLUMINA,2018-06-05T00:00:00Z,CEC4883,cell culture,SRP132163,CEC4883,China,Asia,China,Vagina,Homo sapiens,9518,
SRR6670024,PRJNA432884,SAMN08465301,"Microbe\, viral or environmental",1001221423,INSTITUT PASTEUR,Jan-14,public,SRX3646546,Illumina HiSeq 2500,CEC4881,ILLUMINA,2018-06-05T00:00:00Z,CEC4881,cell culture,SRP132163,CEC4881,China,Asia,China,Vagina,Homo sapiens,2313,
SRR6670025,PRJNA432884,SAMN08465302,"Microbe\, viral or environmental",1288868396,INSTITUT PASTEUR,Jan-14,public,SRX3646545,Illumina HiSeq 2500,CEC4882,ILLUMINA,2018-06-05T00:00:00Z,CEC4882,cell culture,SRP132163,CEC4882,China,Asia,China,Vagina,Homo sapiens,8513,
SRR6670026,PRJNA432884,SAMN08465307,"Microbe\, viral or environmental",1215539756,INSTITUT PASTEUR,Jan-14,public,SRX3646544,Illumina HiSeq 2500,CEC4888,ILLUMINA,2018-06-05T00:00:00Z,CEC4888,cell culture,SRP132163,CEC4888,China,Asia,China,Vagina,Homo sapiens,2286,
SRR6670029,PRJNA432884,SAMN08465306,"Microbe\, viral or environmental",1301093522,INSTITUT PASTEUR,Jan-14,public,SRX3646541,Illumina HiSeq 2500,CEC4887,ILLUMINA,2018-06-05T00:00:00Z,CEC4887,cell culture,SRP132163,CEC4887,China,Asia,China,Vagina,Homo sapiens,8367,
SRR6670002,PRJNA432884,SAMN08465312,"Microbe\, viral or environmental",1223899653,INSTITUT PASTEUR,Jan-13,public,SRX3646568,Illumina HiSeq 2500,CEC4946,ILLUMINA,2018-06-05T00:00:00Z,CEC4946,cell culture,SRP132163,CEC4946,India,Asia,India,Vagina,Homo sapiens,VPCI 301/P/13,
SRR6669937,PRJNA432884,SAMN08465204,"Microbe\, viral or environmental",696025255,INSTITUT PASTEUR,Jan-09,public,SRX3646633,Illumina HiSeq 2000,CEC3611,ILLUMINA,2018-06-05T00:00:00Z,CEC3611,cell culture,SRP132163,CEC3611,Morocco,Africa,Morocco,Vagina,Homo sapiens,M43,
SRR6669948,PRJNA432884,SAMN08465331,"Microbe\, viral or environmental",531223476,INSTITUT PASTEUR,Sep-06,public,SRX3646622,Illumina HiSeq 2000,CEC718,ILLUMINA,2018-06-05T00:00:00Z,CEC718,cell culture,SRP132163,CEC718,France,Europe,France,Mouth,Homo sapiens,MAN,
SRR6669883,PRJNA432884,SAMN08465216,"Microbe\, viral or environmental",567904667,INSTITUT PASTEUR,Jan-05,public,SRX3646687,Illumina HiSeq 2000,CEC3626,ILLUMINA,2018-06-05T00:00:00Z,CEC3626,cell culture,SRP132163,CEC3626,Belgium,Europe,Belgium,Mouth,Homo sapiens,C46,
SRR6669898,PRJNA432884,SAMN08465228,"Microbe\, viral or environmental",663915292,INSTITUT PASTEUR,Jan-02,public,SRX3646672,Illumina HiSeq 2000,CEC3664,ILLUMINA,2018-06-05T00:00:00Z,CEC3664,cell culture,SRP132163,CEC3664,France,Europe,France: Paris,urine,Homo sapiens,LRBURRM1,
SRR6669931,PRJNA432884,SAMN08465264,"Microbe\, viral or environmental",801103519,INSTITUT PASTEUR,Oct-14,public,SRX3646639,Illumina HiSeq 2000,CEC4254,ILLUMINA,2018-06-05T00:00:00Z,CEC4254,cell culture,SRP132163,CEC4254,France,Europe,France: Grenoble,blood,Homo sapiens,CHV1,
SRR6669906,PRJNA432884,SAMN08465279,"Microbe\, viral or environmental",1176864211,INSTITUT PASTEUR,Jan-14,public,SRX3646664,Illumina HiSeq 2000,CEC4493,ILLUMINA,2018-06-05T00:00:00Z,CEC4493,cell culture,SRP132163,CEC4493,France,Europe,France,Food spoilage,,,
SRR6670019,PRJNA432884,SAMN08465231,"Microbe\, viral or environmental",859911345,INSTITUT PASTEUR,Jan-02,public,SRX3646551,Illumina HiSeq 2000,CEC3669,ILLUMINA,2018-06-05T00:00:00Z,CEC3669,cell culture,SRP132163,CEC3669,France,Europe,France: Paris,urine,Homo sapiens,TNMURR22,
SRR6669866,PRJNA432884,SAMN08465242,"Microbe\, viral or environmental",657177278,INSTITUT PASTEUR,Jan-02,public,SRX3646704,Illumina HiSeq 2000,CEC3682,ILLUMINA,2018-06-05T00:00:00Z,CEC3682,cell culture,SRP132163,CEC3682,France,Europe,France: Paris,blood,Homo sapiens,EGPHCRM2,
SRR6669918,PRJNA432884,SAMN08465193,"Microbe\, viral or environmental",1245119379,INSTITUT PASTEUR,Jan-10,public,SRX3646652,Illumina HiSeq 2000,CEC3579,ILLUMINA,2018-06-05T00:00:00Z,CEC3579,cell culture,SRP132163,CEC3579,France,Europe,France: Palaiseau,Mouth,Homo sapiens,G2_X,
SRR6669983,PRJNA432884,SAMN08465240,"Microbe\, viral or environmental",899526054,INSTITUT PASTEUR,Jan-02,public,SRX3646587,Illumina HiSeq 2000,CEC3680,ILLUMINA,2018-06-05T00:00:00Z,CEC3680,cell culture,SRP132163,CEC3680,France,Europe,France: Paris,blood,Homo sapiens,EGPHCRC3,
SRR6669943,PRJNA432884,SAMN08465206,"Microbe\, viral or environmental",653571323,INSTITUT PASTEUR,Jan-09,public,SRX3646627,Illumina HiSeq 2000,CEC3613,ILLUMINA,2018-06-05T00:00:00Z,CEC3613,cell culture,SRP132163,CEC3613,Morocco,Africa,Morocco,Vagina,Homo sapiens,M47,
SRR6669970,PRJNA432884,SAMN08465238,"Microbe\, viral or environmental",63608476,INSTITUT PASTEUR,Jan-02,public,SRX3646600,Illumina HiSeq 2000,CEC3678,ILLUMINA,2018-06-05T00:00:00Z,CEC3678,cell culture,SRP132163,CEC3678,France,Europe,France: Paris,urine,Homo sapiens,SLSURRC14,
SRR6669849,PRJNA432884,SAMN08465169,"Microbe\, viral or environmental",770204513,INSTITUT PASTEUR,Jan-10,public,SRX3646721,Illumina HiSeq 2000,CEC3531,ILLUMINA,2018-06-05T00:00:00Z,CEC3531,cell culture,SRP132163,CEC3531,France,Europe,France: Palaiseau,Mouth,Homo sapiens,D1_X,
SRR6669868,PRJNA432884,SAMN08465291,"Microbe\, viral or environmental",832734405,INSTITUT PASTEUR,Jan-93,public,SRX3646702,Illumina HiSeq 2500,CEC4857,ILLUMINA,2018-06-05T00:00:00Z,CEC4857,cell culture,SRP132163,CEC4857,Angola,Africa,Angola,Vagina,Homo sapiens,A1605/1993,
SRR6669873,PRJNA432884,SAMN08465298,"Microbe\, viral or environmental",940069682,INSTITUT PASTEUR,Jan-14,public,SRX3646697,Illumina HiSeq 2500,CEC4877,ILLUMINA,2018-06-05T00:00:00Z,CEC4877,cell culture,SRP132163,CEC4877,China,Asia,China,Vagina,Homo sapiens,5344,
SRR6669877,PRJNA432884,SAMN08465214,"Microbe\, viral or environmental",685721577,INSTITUT PASTEUR,Jan-08,public,SRX3646693,Illumina HiSeq 2000,CEC3622,ILLUMINA,2018-06-05T00:00:00Z,CEC3622,cell culture,SRP132163,CEC3622,Brazil,South America,Brazil,Vagina,Homo sapiens,B15,
SRR6669963,PRJNA432884,SAMN08465177,"Microbe\, viral or environmental",678040958,INSTITUT PASTEUR,Jan-02,public,SRX3646607,Illumina HiSeq 2000,CEC3541,ILLUMINA,2018-06-05T00:00:00Z,CEC3541,cell culture,SRP132163,CEC3541,France,Europe,France: Nantes,blood,Homo sapiens,Bougn14,
SRR6669989,PRJNA432884,SAMN08465186,"Microbe\, viral or environmental",675563645,INSTITUT PASTEUR,Jan-02,public,SRX3646581,Illumina HiSeq 2000,CEC3555,ILLUMINA,2018-06-05T00:00:00Z,CEC3555,cell culture,SRP132163,CEC3555,France,Europe,France: Paris,blood,Homo sapiens,Bougn9,
SRR6669994,PRJNA432884,SAMN08465320,"Microbe\, viral or environmental",1170983282,INSTITUT PASTEUR,Jan-12,public,SRX3646576,Illumina HiSeq 2500,CEC5026,ILLUMINA,2018-06-05T00:00:00Z,CEC5026,cell culture,SRP132163,CEC5026,United Kingdom,Europe,United Kingdom: Epsom,Vagina,Homo sapiens,NCPF8952,
SRR6669888,PRJNA432884,SAMN08465286,"Microbe\, viral or environmental",1437161956,INSTITUT PASTEUR,Jan-14,public,SRX3646682,Illumina HiSeq 2000,CEC4500,ILLUMINA,2018-06-05T00:00:00Z,CEC4500,cell culture,SRP132163,CEC4500,France,Europe,France,Food spoilage,,,
SRR6669988,PRJNA432884,SAMN08465185,"Microbe\, viral or environmental",707861442,INSTITUT PASTEUR,Jan-02,public,SRX3646582,Illumina HiSeq 2000,CEC3554,ILLUMINA,2018-06-05T00:00:00Z,CEC3554,cell culture,SRP132163,CEC3554,France,Europe,France: Paris,urine,Homo sapiens,BCHUR6,
SRR6670004,PRJNA432884,SAMN08465157,"Microbe\, viral or environmental",1014258566,INSTITUT PASTEUR,Jan-02,public,SRX3646566,Illumina HiSeq 2000,CEC2018,ILLUMINA,2018-06-05T00:00:00Z,CEC2018,cell culture,SRP132163,CEC2018,France,Europe,France: Paris,urine,Homo sapiens,APRURC3,
SRR6670021,PRJNA432884,SAMN08465233,"Microbe\, viral or environmental",553044377,INSTITUT PASTEUR,Jan-02,public,SRX3646549,Illumina HiSeq 2000,CEC3672,ILLUMINA,2018-06-05T00:00:00Z,CEC3672,cell culture,SRP132163,CEC3672,France,Europe,France: Paris,blood,Homo sapiens,TNMHCRC4,
SRR6669867,PRJNA432884,SAMN08465292,"Microbe\, viral or environmental",780634634,INSTITUT PASTEUR,Jan-93,public,SRX3646703,Illumina HiSeq 2500,CEC4858,ILLUMINA,2018-06-05T00:00:00Z,CEC4858,cell culture,SRP132163,CEC4858,Madagascar,Africa,Madagascar,Vagina,Homo sapiens,M1653/93,
SRR6669880,PRJNA432884,SAMN08465211,"Microbe\, viral or environmental",194794911,INSTITUT PASTEUR,Jan-05,public,SRX3646690,Illumina HiSeq 2000,CEC3618,ILLUMINA,2018-06-05T00:00:00Z,CEC3618,cell culture,SRP132163,CEC3618,Belgium,Europe,Belgium,Mouth,Homo sapiens,C90,
SRR6669934,PRJNA432884,SAMN08465269,"Microbe\, viral or environmental",1212664386,INSTITUT PASTEUR,Jan-13,public,SRX3646636,Illumina HiSeq 2000,CEC4480,ILLUMINA,2018-06-05T00:00:00Z,CEC4480,cell culture,SRP132163,CEC4480,France,Europe,France,Food spoilage,,,
SRR6669947,PRJNA432884,SAMN08465332,"Microbe\, viral or environmental",751290639,INSTITUT PASTEUR,Sep-06,public,SRX3646623,Illumina HiSeq 2000,CEC723,ILLUMINA,2018-06-05T00:00:00Z,CEC723,cell culture,SRP132163,CEC723,France,Europe,France,Mouth,Homo sapiens,HAM,
SRR6670027,PRJNA432884,SAMN08465308,"Microbe\, viral or environmental",820521771,INSTITUT PASTEUR,Jan-14,public,SRX3646543,Illumina HiSeq 2500,CEC4889,ILLUMINA,2018-06-05T00:00:00Z,CEC4889,cell culture,SRP132163,CEC4889,China,Asia,China,Vagina,Homo sapiens,8840,
SRR6669892,PRJNA432884,SAMN08465282,"Microbe\, viral or environmental",1218196618,INSTITUT PASTEUR,Jan-14,public,SRX3646678,Illumina HiSeq 2000,CEC4496,ILLUMINA,2018-06-05T00:00:00Z,CEC4496,cell culture,SRP132163,CEC4496,France,Europe,France,Food spoilage,,,
SRR6669900,PRJNA432884,SAMN08465222,"Microbe\, viral or environmental",521668544,INSTITUT PASTEUR,Jan-02,public,SRX3646670,Illumina HiSeq 2000,CEC3658,ILLUMINA,2018-06-05T00:00:00Z,CEC3658,cell culture,SRP132163,CEC3658,France,Europe,France: Paris,urine,Homo sapiens,ABCCURRC3,
SRR6669933,PRJNA432884,SAMN08465262,"Microbe\, viral or environmental",651286010,INSTITUT PASTEUR,Jan-11,public,SRX3646637,Illumina HiSeq 2000,CEC4107,ILLUMINA,2018-06-05T00:00:00Z,CEC4107,cell culture,SRP132163,CEC4107,Senegal,Africa,Senegal,Vagina,Homo sapiens,CAAL135,
SRR6669971,PRJNA432884,SAMN08465180,"Microbe\, viral or environmental",790260546,INSTITUT PASTEUR,Jan-05,public,SRX3646599,Illumina HiSeq 2000,CEC3548,ILLUMINA,2018-06-05T00:00:00Z,CEC3548,cell culture,SRP132163,CEC3548,Belgium,Europe,Belgium,Gastro-intestinal tract,Homo sapiens,C80,
SRR6669858,PRJNA432884,SAMN08465162,"Microbe\, viral or environmental",1594855821,INSTITUT PASTEUR,Nov-06,public,SRX3646712,Illumina HiSeq 2000,CEC2023,ILLUMINA,2018-06-05T00:00:00Z,CEC2023,cell culture,SRP132163,CEC2023,French Guiana,South America,French Guiana: Trois Sauts,feces,Homo sapiens,H014,
SRR6669908,PRJNA432884,SAMN08465273,"Microbe\, viral or environmental",804614286,INSTITUT PASTEUR,Jan-13,public,SRX3646662,Illumina HiSeq 2000,CEC4485,ILLUMINA,2018-06-05T00:00:00Z,CEC4485,cell culture,SRP132163,CEC4485,France,Europe,France,Food spoilage,,,
SRR6669961,PRJNA432884,SAMN08465259,"Microbe\, viral or environmental",476172135,INSTITUT PASTEUR,Jan-11,public,SRX3646609,Illumina HiSeq 2000,CEC4103,ILLUMINA,2018-06-05T00:00:00Z,CEC4103,cell culture,SRP132163,CEC4103,Senegal,Africa,Senegal,Vagina,Homo sapiens,CAAF1,
SRR6670012,PRJNA432884,SAMN08465159,"Microbe\, viral or environmental",504029143,INSTITUT PASTEUR,Jan-09,public,SRX3646558,Illumina HiSeq 2000,CEC2020,ILLUMINA,2018-06-05T00:00:00Z,CEC2020,cell culture,SRP132163,CEC2020,Morocco,Africa,Morocco,Vagina,Homo sapiens,M19,
SRR6669887,PRJNA432884,SAMN08465285,"Microbe\, viral or environmental",1063810930,INSTITUT PASTEUR,Jan-14,public,SRX3646683,Illumina HiSeq 2000,CEC4499,ILLUMINA,2018-06-05T00:00:00Z,CEC4499,cell culture,SRP132163,CEC4499,France,Europe,France,Food spoilage,,,
SRR6669926,PRJNA432884,SAMN08465267,"Microbe\, viral or environmental",923824304,INSTITUT PASTEUR,Oct-14,public,SRX3646644,Illumina HiSeq 2000,CEC4261,ILLUMINA,2018-06-05T00:00:00Z,CEC4261,cell culture,SRP132163,CEC4261,France,Europe,France: Grenoble,bile,Homo sapiens,SOU2,
SRR6669862,PRJNA432884,SAMN08465246,"Microbe\, viral or environmental",796217293,INSTITUT PASTEUR,Jan-02,public,SRX3646708,Illumina HiSeq 2000,CEC3704,ILLUMINA,2018-06-05T00:00:00Z,CEC3704,cell culture,SRP132163,CEC3704,France,Europe,France: Paris,urine,Homo sapiens,EGPURRM9,
SRR6669928,PRJNA432884,SAMN08465265,"Microbe\, viral or environmental",1068850240,INSTITUT PASTEUR,Oct-14,public,SRX3646642,Illumina HiSeq 2000,CEC4256,ILLUMINA,2018-06-05T00:00:00Z,CEC4256,cell culture,SRP132163,CEC4256,France,Europe,France: Grenoble,urine,Homo sapiens,FON1,
SRR6669936,PRJNA432884,SAMN08465203,"Microbe\, viral or environmental",867701773,INSTITUT PASTEUR,Jan-09,public,SRX3646634,Illumina HiSeq 2000,CEC3610,ILLUMINA,2018-06-05T00:00:00Z,CEC3610,cell culture,SRP132163,CEC3610,Morocco,Africa,Morocco,Vagina,Homo sapiens,M36,
SRR6669944,PRJNA432884,SAMN08465209,"Microbe\, viral or environmental",885052057,INSTITUT PASTEUR,Jan-09,public,SRX3646626,Illumina HiSeq 2000,CEC3616,ILLUMINA,2018-06-05T00:00:00Z,CEC3616,cell culture,SRP132163,CEC3616,Morocco,Africa,Morocco,Vagina,Homo sapiens,M15,
SRR6670017,PRJNA432884,SAMN08465310,"Microbe\, viral or environmental",757675333,INSTITUT PASTEUR,Jan-12,public,SRX3646553,Illumina HiSeq 2500,CEC4944,ILLUMINA,2018-06-05T00:00:00Z,CEC4944,cell culture,SRP132163,CEC4944,India,Asia,India,Vagina,Homo sapiens,VPCI 896/P/12,
SRR6669902,PRJNA432884,SAMN08465224,"Microbe\, viral or environmental",528618349,INSTITUT PASTEUR,Jan-02,public,SRX3646668,Illumina HiSeq 2000,CEC3660,ILLUMINA,2018-06-05T00:00:00Z,CEC3660,cell culture,SRP132163,CEC3660,France,Europe,France: Paris,urine,Homo sapiens,ABCURRM3,
SRR6669954,PRJNA432884,SAMN08465257,"Microbe\, viral or environmental",599933881,INSTITUT PASTEUR,2012-05-02,public,SRX3646616,Illumina HiSeq 2000,CEC4038,ILLUMINA,2018-06-05T00:00:00Z,CEC4038,cell culture,SRP132163,CEC4038,United Kingdom,Europe,United Kingdom: Birmingham,wound,Homo sapiens,321,
SRR6669956,PRJNA432884,SAMN08465251,"Microbe\, viral or environmental",679614400,INSTITUT PASTEUR,Jan-02,public,SRX3646614,Illumina HiSeq 2000,CEC3712,ILLUMINA,2018-06-05T00:00:00Z,CEC3712,cell culture,SRP132163,CEC3712,France,Europe,France: Paris,urine,Homo sapiens,SATURRM2,
SRR6669878,PRJNA432884,SAMN08465213,"Microbe\, viral or environmental",1438936868,INSTITUT PASTEUR,Jan-08,public,SRX3646692,Illumina HiSeq 2000,CEC3621,ILLUMINA,2018-06-05T00:00:00Z,CEC3621,cell culture,SRP132163,CEC3621,Brazil,South America,Brazil,Vagina,Homo sapiens,B85,
SRR6669899,PRJNA432884,SAMN08465221,"Microbe\, viral or environmental",62714103,INSTITUT PASTEUR,Jan-05,public,SRX3646671,Illumina HiSeq 2000,CEC3638,ILLUMINA,2018-06-05T00:00:00Z,CEC3638,cell culture,SRP132163,CEC3638,Belgium,Europe,Belgium,Mouth,Homo sapiens,C91,
SRR6669927,PRJNA432884,SAMN08465268,"Microbe\, viral or environmental",686352947,INSTITUT PASTEUR,Jan-13,public,SRX3646643,Illumina HiSeq 2000,CEC4479,ILLUMINA,2018-06-05T00:00:00Z,CEC4479,cell culture,SRP132163,CEC4479,France,Europe,France,Food spoilage,,,
SRR6669985,PRJNA432884,SAMN08465182,"Microbe\, viral or environmental",908982811,INSTITUT PASTEUR,Jan-04,public,SRX3646585,Illumina HiSeq 2000,CEC3550,ILLUMINA,2018-06-05T00:00:00Z,CEC3550,cell culture,SRP132163,CEC3550,France,Europe,France: Rennes,feces,Sturnus vulgaris,X13,
SRR6670003,PRJNA432884,SAMN08465311,"Microbe\, viral or environmental",973979111,INSTITUT PASTEUR,Jan-13,public,SRX3646567,Illumina HiSeq 2500,CEC4945,ILLUMINA,2018-06-05T00:00:00Z,CEC4945,cell culture,SRP132163,CEC4945,India,Asia,India,Vagina,Homo sapiens,VPCI 84/P/13,
SRR6669973,PRJNA432884,SAMN08465321,"Microbe\, viral or environmental",679856239,INSTITUT PASTEUR,Jan-12,public,SRX3646597,Illumina HiSeq 2500,CEC5027,ILLUMINA,2018-06-05T00:00:00Z,CEC5027,cell culture,SRP132163,CEC5027,United Kingdom,Europe,United Kingdom: London,Vagina,Homo sapiens,NCPF8953,
SRR6670020,PRJNA432884,SAMN08465234,"Microbe\, viral or environmental",676933179,INSTITUT PASTEUR,Jan-02,public,SRX3646550,Illumina HiSeq 2000,CEC3673,ILLUMINA,2018-06-05T00:00:00Z,CEC3673,cell culture,SRP132163,CEC3673,France,Europe,France: Paris,blood,Homo sapiens,SLSHCRM2,
SRR6669864,PRJNA432884,SAMN08465244,"Microbe\, viral or environmental",729394309,INSTITUT PASTEUR,Jan-02,public,SRX3646706,Illumina HiSeq 2000,CEC3685,ILLUMINA,2018-06-05T00:00:00Z,CEC3685,cell culture,SRP132163,CEC3685,France,Europe,France: Paris,blood,Homo sapiens,EGPHCRS1,
SRR6669881,PRJNA432884,SAMN08465218,"Microbe\, viral or environmental",593357233,INSTITUT PASTEUR,Jan-08,public,SRX3646689,Illumina HiSeq 2000,CEC3634,ILLUMINA,2018-06-05T00:00:00Z,CEC3634,cell culture,SRP132163,CEC3634,Brazil,South America,Brazil,Vagina,Homo sapiens,B54,
SRR6669909,PRJNA432884,SAMN08465272,"Microbe\, viral or environmental",748469299,INSTITUT PASTEUR,Jan-13,public,SRX3646661,Illumina HiSeq 2000,CEC4484,ILLUMINA,2018-06-05T00:00:00Z,CEC4484,cell culture,SRP132163,CEC4484,France,Europe,France,Food spoilage,,,
SRR6669910,PRJNA432884,SAMN08465271,"Microbe\, viral or environmental",1160710653,INSTITUT PASTEUR,Jan-13,public,SRX3646660,Illumina HiSeq 2000,CEC4482,ILLUMINA,2018-06-05T00:00:00Z,CEC4482,cell culture,SRP132163,CEC4482,France,Europe,France,Food spoilage,,,
SRR6669950,PRJNA432884,SAMN08465239,"Microbe\, viral or environmental",727237356,INSTITUT PASTEUR,Jan-02,public,SRX3646620,Illumina HiSeq 2000,CEC3679,ILLUMINA,2018-06-05T00:00:00Z,CEC3679,cell culture,SRP132163,CEC3679,France,Europe,France: Paris,urine,Homo sapiens,SLSURRC15,
SRR6669960,PRJNA432884,SAMN08465260,"Microbe\, viral or environmental",528154540,INSTITUT PASTEUR,Jan-11,public,SRX3646610,Illumina HiSeq 2000,CEC4104,ILLUMINA,2018-06-05T00:00:00Z,CEC4104,cell culture,SRP132163,CEC4104,Senegal,Africa,Senegal,Vagina,Homo sapiens,CAAF2,
SRR6669962,PRJNA432884,SAMN08465178,"Microbe\, viral or environmental",760136242,INSTITUT PASTEUR,Jan-05,public,SRX3646608,Illumina HiSeq 2000,CEC3544,ILLUMINA,2018-06-05T00:00:00Z,CEC3544,cell culture,SRP132163,CEC3544,Belgium,Europe,Belgium,Mouth,Homo sapiens,C34,
SRR6669974,PRJNA432884,SAMN08465322,"Microbe\, viral or environmental",1539788437,INSTITUT PASTEUR,Jan-12,public,SRX3646596,Illumina HiSeq 2500,CEC5028,ILLUMINA,2018-06-05T00:00:00Z,CEC5028,cell culture,SRP132163,CEC5028,United Kingdom,Europe,United Kingdom: Coventry,Vagina,Homo sapiens,NCPF8954,
SRR6670013,PRJNA432884,SAMN08465160,"Microbe\, viral or environmental",975910224,INSTITUT PASTEUR,Jan-02,public,SRX3646557,Illumina HiSeq 2000,CEC2021,ILLUMINA,2018-06-05T00:00:00Z,CEC2021,cell culture,SRP132163,CEC2021,France,Europe,France: Paris,blood,Homo sapiens,APRHRM2,
SRR6670014,PRJNA432884,SAMN08465236,"Microbe\, viral or environmental",728882650,INSTITUT PASTEUR,Jan-02,public,SRX3646556,Illumina HiSeq 2000,CEC3675,ILLUMINA,2018-06-05T00:00:00Z,CEC3675,cell culture,SRP132163,CEC3675,France,Europe,France: Paris,blood,Homo sapiens,SLSHCRC2,
SRR6669942,PRJNA432884,SAMN08465205,"Microbe\, viral or environmental",653428873,INSTITUT PASTEUR,Jan-09,public,SRX3646628,Illumina HiSeq 2000,CEC3612,ILLUMINA,2018-06-05T00:00:00Z,CEC3612,cell culture,SRP132163,CEC3612,Morocco,Africa,Morocco,Vagina,Homo sapiens,M6,
SRR6669958,PRJNA432884,SAMN08465253,"Microbe\, viral or environmental",626328287,INSTITUT PASTEUR,Jan-02,public,SRX3646612,Illumina HiSeq 2000,CEC3716,ILLUMINA,2018-06-05T00:00:00Z,CEC3716,cell culture,SRP132163,CEC3716,France,Europe,France: Paris,urine,Homo sapiens,BCHURRS3,
SRR6669997,PRJNA432884,SAMN08465317,"Microbe\, viral or environmental",1273558764,INSTITUT PASTEUR,Jan-12,public,SRX3646573,Illumina HiSeq 2500,CEC5023,ILLUMINA,2018-06-05T00:00:00Z,CEC5023,cell culture,SRP132163,CEC5023,United Kingdom,Europe,United Kingdom: Crewe,Vagina,Homo sapiens,NCPF8949,
SRR6670005,PRJNA432884,SAMN08465158,"Microbe\, viral or environmental",936371322,INSTITUT PASTEUR,Jan-07,public,SRX3646565,Illumina HiSeq 2000,CEC2019,ILLUMINA,2018-06-05T00:00:00Z,CEC2019,cell culture,SRP132163,CEC2019,Niger,Africa,Niger,Mouth,Homo sapiens,Niger10,
SRR6669861,PRJNA432884,SAMN08465245,"Microbe\, viral or environmental",753115861,INSTITUT PASTEUR,Jan-02,public,SRX3646709,Illumina HiSeq 2000,CEC3686,ILLUMINA,2018-06-05T00:00:00Z,CEC3686,cell culture,SRP132163,CEC3686,France,Europe,France: Paris,blood,Homo sapiens,EGPHCRS2,
SRR6669875,PRJNA432884,SAMN08465220,"Microbe\, viral or environmental",1090226430,INSTITUT PASTEUR,Jan-07,public,SRX3646695,Illumina HiSeq 2000,CEC3637,ILLUMINA,2018-06-05T00:00:00Z,CEC3637,cell culture,SRP132163,CEC3637,Niger,Africa,Niger,Mouth,Homo sapiens,Niger14,
SRR6669895,PRJNA432884,SAMN08465225,"Microbe\, viral or environmental",687245069,INSTITUT PASTEUR,Jan-02,public,SRX3646675,Illumina HiSeq 2000,CEC3661,ILLUMINA,2018-06-05T00:00:00Z,CEC3661,cell culture,SRP132163,CEC3661,France,Europe,France: Paris,urine,Homo sapiens,ABCURRM4,
